[viragt64.sys](drivers/7edb5602-239f-460a-89d6-363ff1059765/),[18deed37f60b6aa8634dda2565a0485452487d7bce88afb49301a7352db4e506](drivers/7edb5602-239f-460a-89d6-363ff1059765/),2023-05-06
[rtkio64.sys](drivers/8d3f27bd-c3fd-48d0-913a-e2caa6fbd025/),[074ae477c8c7ae76c6f2b0bf77ac17935a8e8ee51b52155d2821d93ab30f3761](drivers/8d3f27bd-c3fd-48d0-913a-e2caa6fbd025/),2023-05-06
[nvflash.sys](drivers/d55a5955-6220-4f38-ba7d-91339330fe98/),[afdd66562dea51001c3a9de300f91fc3eb965d6848dfce92ccb9b75853e02508](drivers/d55a5955-6220-4f38-ba7d-91339330fe98/),2023-01-09
[nt4.sys](drivers/1d4f7a3a-786b-4a74-b34f-14d44343de9e/),[d7bc7306cb489fe4c285bbeddc6d1a09e814ef55cf30bd5b8daf87a52396f102](drivers/1d4f7a3a-786b-4a74-b34f-14d44343de9e/),2023-01-09
[AsrDrv106.sys](drivers/6a50e368-1120-434b-9232-1a0702c80437/),[3943a796cc7c5352aa57ccf544295bfd6fb69aae147bc8235a00202dc6ed6838](drivers/6a50e368-1120-434b-9232-1a0702c80437/),2023-01-09
[t8.sys](drivers/8c2fa9d1-b2b1-4ba1-bad9-60c44c2c20eb/),[258359a7fa3d975620c9810dab3a6493972876a024135feaf3ac8482179b2e79](drivers/8c2fa9d1-b2b1-4ba1-bad9-60c44c2c20eb/),2023-01-09
[daxin_blank2.sys](drivers/2e1531b2-d370-4543-9e2e-5319a1c13c22/),[5c1585b1a1c956c7755429544f3596515dfdf928373620c51b0606a520c6245a](drivers/2e1531b2-d370-4543-9e2e-5319a1c13c22/),2023-02-28
[FairplayKD.sys](drivers/31686f0e-3748-48c2-be09-fc8f3252e780/),[9f4ce6ab5e8d44f355426d9a6ab79833709f39b300733b5b251a0766e895e0e5](drivers/31686f0e-3748-48c2-be09-fc8f3252e780/),2023-01-09
[80.sys](drivers/2cc3dd4f-8a1e-4f1f-9871-0a14815949b4/),not available ,2023-01-09
[phymem64.sys](drivers/47fe1aaf-02cd-4a41-8bf5-0047015a2a6e/),[1963d5a0e512b72353953aadbe694f73a9a576f0241a988378fa40bf574eda52](drivers/47fe1aaf-02cd-4a41-8bf5-0047015a2a6e/),2023-01-09
